id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32
José Miguel da Rocha Fonte,0.00909090909090909,0.004545454545454545,0.004545454545454545,0.0,0.004545454545454545,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Silva de Carvalho,0.004545454545454545,0.00909090909090909,0.004545454545454545,0.0,0.004545454545454545,0.00909090909090909,0.0,0.0,0.013636363636363636,0.00909090909090909,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0,0.004545454545454545,0.0,0.00909090909090909,0.02727272727272727,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0
Cédric Ricardo Alves Soares,0.00909090909090909,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.0,0.01818181818181818,0.004545454545454545,0.0,0.00909090909090909,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.00909090909090909,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.0,0.004545454545454545,0.0
Kléper Laveran Lima Ferreira,0.013636363636363636,0.013636363636363636,0.004545454545454545,0.00909090909090909,0.004545454545454545,0.0,0.031818181818181815,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristiano Ronaldo dos Santos Aveiro,0.013636363636363636,0.00909090909090909,0.00909090909090909,0.004545454545454545,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.004545454545454545,0.004545454545454545,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0
Gonçalo Manuel Ganchinho Guedes,0.0,0.022727272727272728,0.022727272727272728,0.0,0.01818181818181818,0.0,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphaël Adelino José Guerreiro,0.013636363636363636,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.004545454545454545,0.0,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rui Pedro dos Santos Patrício,0.0,0.004545454545454545,0.00909090909090909,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo Mota Veiga de Carvalho e Silva/Gelson Dany Batalha Martins,0.0,0.004545454545454545,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.00909090909090909,0.0
João Mário Naval da Costa Eduardo/Bruno Miguel Borges Fernandes,0.013636363636363636,0.004545454545454545,0.0,0.004545454545454545,0.0,0.00909090909090909,0.0,0.0,0.004545454545454545,0.01818181818181818,0.0,0.0,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0
João Filipe Iria Santos Moutinho/Adrien Sebastian Perruchet Silva,0.013636363636363636,0.004545454545454545,0.0,0.004545454545454545,0.0,0.013636363636363636,0.004545454545454545,0.00909090909090909,0.004545454545454545,0.00909090909090909,0.0,0.0,0.004545454545454545,0.0,0.00909090909090909,0.0,0.004545454545454545,0.0,0.0,0.0,0.00909090909090909,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0
